session_id,user_id,segment_id,seg_start,seg_end,seg_trend,segment_duration,segment_index_norm,num_actions,num_action_types,action_entropy,dominant_action_share,mean_step_size,var_step_size,zigzag_ratio,undo_ratio,action_rate,mean_pause,config_dist_prev,config_dist_prev2,mean_speed,delta_speed_prev,delta_speed_prev2,has_events,is_dull_speed,num_params_used,dominant_param_share,single_param_cluster_ratio,repeat_run_len,coord_activity_ratio,coord_num_partners,structured_exploration_prob,structured_exploration_pred,random_trial_error_prob,random_trial_error_pred,systematic_parameter_sweep_prob,systematic_parameter_sweep_pred,goal_directed_tuning_prob,goal_directed_tuning_pred,iterative_finetuning_prob,iterative_finetuning_pred,incremental_adjustment_prob,incremental_adjustment_pred,repetition_practice_prob,repetition_practice_pred,backtracking_recovery_prob,backtracking_recovery_pred,inactivity_wait_prob,inactivity_wait_pred,global_strategy_label,global_strategy_max_prob
session_1,3,66,1029.594,1048.913,increasing,19.31899999999996,0.88,2,2,0.6931471805599453,0.5,0.0,0.0,0.0,0.0,0.1035250271753198,1.9103959999999915,47.693186096129075,47.693186096129075,1.0,2.0,0.0,1,0,2,0.5,1.0,1,0.5,1,0.4,0,0.3,0,0.8,1,1.0,1,0.8,1,0.6,1,0.2,0,0.0,0,0.0,0,goal_directed_tuning,1.0
session_1,0,67,1048.946,1063.895,increasing,14.94900000000007,0.8933333333333333,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.94900000000007,0.0,0.8028512999999999,1.0,0.0,2.0,0,0,0,0.0,0.0,1,0.0,0,0.2,0,0.1,0,0.3,0,0.5,1,0.6000000000000001,1,0.6,1,0.5,1,0.0,0,0.6,1,iterative_finetuning,0.6000000000000001
session_1,1,67,1048.946,1063.895,increasing,14.94900000000007,0.8933333333333333,1,1,-0.0,1.0,0.0,0.0,0.0,0.0,0.0668941066292056,14.94900000000007,45.0,45.0,1.0,0.0,2.0,1,0,1,1.0,1.0,1,0.0,0,0.0,0,0.1,0,0.5,1,0.5,1,0.8,1,0.6,1,0.5,1,0.0,0,0.0,0,iterative_finetuning,0.8
session_1,2,67,1048.946,1063.895,increasing,14.94900000000007,0.8933333333333333,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.94900000000007,0.0,0.0,1.0,0.0,2.0,0,0,0,0.0,0.0,1,0.0,0,0.2,0,0.1,0,0.3,0,0.5,1,0.6000000000000001,1,0.6,1,0.5,1,0.0,0,0.6,1,iterative_finetuning,0.6000000000000001
session_1,3,67,1048.946,1063.895,increasing,14.94900000000007,0.8933333333333333,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.94900000000007,0.0,47.693186096129075,1.0,0.0,2.0,0,0,0,0.0,0.0,1,0.0,0,0.2,0,0.1,0,0.3,0,0.5,1,0.6000000000000001,1,0.6,1,0.5,1,0.0,0,0.6,1,iterative_finetuning,0.6000000000000001
session_1,0,68,1063.928,1074.839,decreasing,10.91099999999983,0.9066666666666666,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.91099999999983,0.0,0.0,-1.0,-2.0,-2.0,0,0,0,0.0,0.0,1,0.0,0,0.2,0,0.0,0,0.3,0,0.5,1,0.6000000000000001,1,0.0,0,0.5,1,0.0,0,0.6,1,iterative_finetuning,0.6000000000000001
session_1,1,68,1063.928,1074.839,decreasing,10.91099999999983,0.9066666666666666,2,2,0.6931471805599453,0.5,0.0,0.0,0.0,0.0,0.1833012556136038,4.606942300000128,54.09130803273936,70.36241613740032,-1.0,-2.0,-2.0,1,0,2,0.5,1.0,1,1.0,1,0.4,0,0.3,0,0.8,1,0.6,1,0.8,1,0.0,0,0.2,0,0.0,0,0.0,0,systematic_parameter_sweep,0.8
session_1,2,68,1063.928,1074.839,decreasing,10.91099999999983,0.9066666666666666,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.91099999999983,0.0,0.0,-1.0,-2.0,-2.0,0,0,0,0.0,0.0,1,0.0,0,0.2,0,0.0,0,0.3,0,0.5,1,0.6000000000000001,1,0.0,0,0.5,1,0.0,0,0.6,1,iterative_finetuning,0.6000000000000001
session_1,3,68,1063.928,1074.839,decreasing,10.91099999999983,0.9066666666666666,37,4,0.8384864967316041,0.7297297297297297,2.962162162162162,65.12018991964938,0.1111111111111111,0.0,3.39107322885167,0.146642875000004,70.80706179471083,70.80706179471083,-1.0,-2.0,-2.0,1,0,2,0.8378378378378378,1.0,1,0.3513513513513513,1,0.8,1,0.5,1,1.0,1,0.3,0,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,systematic_parameter_sweep,1.0
session_1,0,69,1074.872,1084.649,increasing,9.776999999999816,0.92,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.776999999999816,0.0,0.0,1.0,2.0,0.0,0,0,0,0.0,0.0,1,0.0,0,0.2,0,0.0,0,0.3,0,0.8999999999999999,1,0.6000000000000001,1,0.3,0,0.5,1,0.0,0,0.6,1,goal_directed_tuning,0.8999999999999999
session_1,1,69,1074.872,1084.649,increasing,9.776999999999816,0.92,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.776999999999816,0.0,54.09130803273936,1.0,2.0,0.0,0,0,0,0.0,0.0,1,0.0,0,0.2,0,0.0,0,0.3,0,0.8999999999999999,1,0.6000000000000001,1,0.3,0,0.5,1,0.0,0,0.6,1,goal_directed_tuning,0.8999999999999999
session_1,2,69,1074.872,1084.649,increasing,9.776999999999816,0.92,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.776999999999816,0.0,0.0,1.0,2.0,0.0,0,0,0,0.0,0.0,1,0.0,0,0.2,0,0.0,0,0.3,0,0.8999999999999999,1,0.6000000000000001,1,0.3,0,0.5,1,0.0,0,0.6,1,goal_directed_tuning,0.8999999999999999
